-0.075184,0.046469,-0.016543,-0.033050,0.099112,0.001962
0.073259,-0.368393,0.002925,-0.011812,0.006166,-0.047485
-0.074045,0.059856,0.065772,0.027340,-0.104366,0.031179
0.074166,-0.079323,-0.039703,0.077683,-0.040855,-0.056574
0.073692,-0.050377,-0.038447,-0.089130,0.035688,-0.032610
0.074613,0.042134,-0.041624,-0.004505,-0.011153,-0.088914
-0.075642,0.030915,0.011949,-0.006506,0.020615,0.012270
0.077907,0.052949,-0.022430,-0.062290,-0.023852,0.023160
0.074829,0.038452,-0.050259,-0.008248,-0.014065,-0.044015
0.078358,-0.168963,-0.000732,0.058644,-0.036613,0.082947
0.074811,-0.046009,-0.018029,0.029347,-0.017955,-0.096207
-0.010999,0.616176,0.558547,0.823042,-1.029546,-0.948804
0.035894,-0.405860,-0.342307,-0.544212,1.631398,-0.367501
0.024167,1.542963,-0.445614,-0.461011,-0.216672,-0.469759
-0.079470,-0.157875,-0.002422,0.024822,0.002818,0.055798
0.074811,0.033193,-0.008918,0.006712,-0.081838,-0.034701
0.074650,0.024271,0.009951,-0.004068,-0.014636,-0.054558
0.074917,-0.120146,-0.014560,-0.034904,-0.006942,-0.028580
-0.007097,0.464053,-0.989516,0.939600,-0.883244,0.466001
-0.074073,0.086885,0.020861,-0.092259,0.059873,-0.063136
-0.078610,0.004698,0.012964,0.000023,0.021518,-0.002891
-0.077148,0.145356,0.005253,-0.039247,0.040745,-0.064430
-0.019538,-0.050683,-1.249802,0.631751,0.476105,0.218080
-0.077447,0.117805,0.029833,0.061285,-0.002986,-0.017334
0.007000,-0.288521,-0.608218,-0.817177,0.879929,0.826039
0.074843,-0.036960,0.041142,-0.082668,-0.057736,-0.037909
-0.076380,-0.219309,0.000841,0.003847,0.028635,0.054897
-0.004531,-1.074673,0.728620,0.416258,0.618563,-0.686348
0.009440,-0.592284,1.046274,-0.808522,-0.614667,0.964036
-0.031267,0.629307,0.349824,0.190928,0.446317,-1.523051
0.075653,0.113897,-0.087919,0.089679,-0.025832,-0.139931
-0.077491,0.012449,0.103079,-0.096218,0.035755,0.079190
0.076388,-0.030113,-0.000873,-0.002896,-0.039062,-0.009228
-0.005564,1.042191,-0.913616,-1.033363,0.136611,0.844979
0.074542,-0.143513,-0.006091,0.015228,-0.023323,-0.043527
0.075165,-0.049661,-0.009082,0.003434,-0.025840,-0.009682
-0.022520,-1.448225,0.407087,0.484625,0.312423,0.280850
-0.074224,-0.008708,-0.027014,0.124347,0.047423,-0.023507
-0.078080,0.076653,0.002363,0.026889,0.023100,0.125771
-0.074990,0.041715,0.007964,-0.001671,0.013246,0.023995
0.074634,0.006425,-0.002579,0.009774,-0.020488,-0.037115
-0.078571,0.021833,0.010994,-0.051564,0.013926,0.026545
0.074186,0.011464,-0.011052,-0.002852,-0.020039,-0.004612
-0.075121,0.102348,0.027063,0.009713,0.023706,0.114491
-0.074042,0.242408,0.049203,0.006427,-0.053684,0.093168
0.075023,-0.091327,-0.078988,-0.018577,-0.029451,-0.086271
-0.074349,0.043411,0.077265,0.025302,-0.006971,0.001100
-0.074891,0.072867,-0.005215,0.016009,0.025112,0.034844
0.011364,-0.750070,-0.678174,1.179599,-0.751289,0.983854
-0.079100,0.052873,0.002356,0.094629,-0.000656,0.054471
0.074586,0.050199,0.028215,0.022515,-0.008171,-0.022773
-0.071706,-0.166166,0.041636,0.001098,0.064666,-0.084074
-0.073852,-0.073952,0.038165,-0.028259,0.083826,0.090641
-0.010871,0.834644,0.694841,-1.081775,-0.691242,0.284384
0.075067,0.065162,0.024637,-0.027201,-0.046143,-0.034111
-0.074822,0.016261,-0.011419,-0.008797,0.115767,-0.012056
0.076320,0.121300,-0.041507,0.002775,0.001901,-0.072997
-0.073784,-0.139397,0.011614,0.000147,0.069389,-0.018126
-0.075692,0.001415,0.015253,0.021360,0.019530,0.025454
0.074721,-0.010751,-0.009021,0.001897,-0.014364,-0.041021
0.074950,-0.084470,-0.029074,-0.015564,-0.013462,0.009426
-0.008631,0.469282,-0.878225,0.479527,0.567246,-0.626758
0.066529,-0.485423,0.048036,-0.067491,0.016541,-0.002219
0.075132,-0.011202,-0.037084,-0.011862,-0.015243,-0.105065
